content,sentiment
" haaa awesome! i remember my brother got given woody, and i got upset cause i got buzz  but then i got both of them lmfao",happiness
ughhh. i think my plans are ruined. i was excited too.,happiness
this week of mine was not easy!  but finally it's over! (:,happiness
FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF&lt;3,happiness
New York from 1500ft looks rather good. Last night in the Big Apple.,happiness
" Thanks for your support as I kept updating, it helps",happiness
Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though,happiness
Back from lunch  READY TO GO HOMEEEEEEEEEEEEEEE,happiness
Having dinner at the crown at south moreton with David and a stroppy teenager,happiness
looking at this website!! should be working!!,happiness
 i would say no bc its so overcast  but if it gets sunny again then yes!,happiness
 hahaha probably not  sorry. We've got some things to do around the house...and then we have to go to Jared's parents house,happiness
I don't know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.,happiness
Being followed by compliance.  Great.   Have to watch what I say now.,happiness
 haha its awesome i always have to use it when i eat,happiness
she made my sister cry too hahah. bless her.  i hope she can do it again.,happiness
 SICK! I'm totally getting GH5!! Too bad you guys didn't get to play in Boston,happiness
"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That's nice of Simon to take charge.",happiness
"omds! holly steel, bless her!  x",happiness
"That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!",happiness
 i know!!,happiness
"  haha, i was crying  xx",happiness
" For a minute I thought that said &quot;Maggie has an extra eye growing.&quot;  Yep, I'm a space cadet.  Sorry for the sweet girl",happiness
" Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go &quot;eww, blood&quot;.  Haha.",happiness
hollie steel  bless her. but go dreambears &lt;33333 hahahahaha,happiness
 yaaay for u cleaning ur room. I said hi to u the other day &amp; u didnt write me back,happiness
in Mallorca. Want to play guitar   When i come home I'm going to buy the mcfly dvd first :]],happiness
yay im out but i have 2 ride home  have 2 take tha yellow limo..super gay,happiness
need to cheer up!,happiness
" hey i forgot about that, ask steve to take mine down mate. I do look like Liam from shameless!",happiness
" Enjoy your day too! Prob see u up top of Glyders. No pint for me, gotta drive straight back as we've got Dog stuff to do Sunday",happiness
 tom is not with u!  hahahahahahhah he's with my bff,happiness
" aw babyy i'm sorry  i gots too excited, haha. &lt;333",happiness
 take my &quot;how well do you know me&quot; quiz!! i made one the other day... no one took it yet  i put pics from yday on fb xx,happiness
working!   I am so ready to go.,happiness
Dentist   but the chicks hot so thats a plus,happiness
i looked all cute too!,happiness
"Having lunch with: Me, Myself and I  I haven't eat alone in soo long, but oh well",happiness
 Not one of my favourite pastimes  This weekend is a long weekend here so Monday I'm off to an Ice Show w/ the G/daughter ;),happiness
Bye twitter &amp; FB world! I'm at the San Francisco airport ready to board Air China. Not sure if I'll have Internet access,happiness
Damn just spent a week whole of pay on shopping  oh well i'm happy!!!,happiness
" i would, but i don't know how to do it from the phone...",happiness
Reception food at Long Beach graduation = no Champagne  ,happiness
Don't really wanna go school on Monday to be honest,happiness
I want to get super pretty  and i want a cig,happiness
This Water Horse movie is totally making me want to go to Scotland. I want a water horse  lol,happiness
 wishing i could be in sï¿½o paulo for the show  but fortunately i went to the brasilia one! haha,happiness
"Back from the gym, just checkin' email. Gonna go watch an old movie or something. It's a little cool out to sit outside and read!",happiness
Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person,happiness
"A sweater, a sandwich and a hug sound so fantastic right about now",happiness
Last Late Late with Pat Kenny! Bless,happiness
 happy birthday man! my ride to the wedding  i'll see you guys soon though. you play here JULY 27th!,happiness
" Thanks hun! I'm wearing my new goldmine e/s and big false lashes, but it doesn't show!",happiness
 Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,happiness
"Meeting went well last night.They shot promo to air this weekend on MTV. i tried to hide but I was too close, I think they caught me.",happiness
"curled up on the couch like a question mark, mind like jell-o. ah, tis such a joy to be a woman",happiness
Just got done working out....relaxing than off to work,happiness
" Sorry, not meaning to complain, feeling rough and heat getting to me again tonight  Would love to be visiting India though",happiness
 it wouldnt let me vote yesterday  but i made up for it today. i really hope u win cause everyone knows u deserve it =D,happiness
hahahahaha let's tweet! I have two hours  and I need a....,happiness
Eww its gross here &amp; a lady keeps looking at me weird  ha ha but another smiled &amp; asked me if i was in their company..me in the army? LOL,happiness
 I love it when you call me chica,happiness
 What a great picture!  We won tons of money that day.  (       ),happiness
"Ready to celebrate the weekend! oh wait, I have 15 more minutes",happiness
 Wow.  is constantly ranting about his love for Genghis Grill too. Never been there; not here in Colorado.,happiness
Tomorrow it will be a warm day..  For some reason I don't like the sun that much. xD But I'll go swim! ;D So that's better. xD,happiness
 i wannna go   i wanna go anywhere but jersey,happiness
" i wish i could sat but thats a super busy day  sunday perhaps? playing football in dolores park too, youre welcome to come hang!",happiness
" Yeah, I remember.  *hugs*",happiness
Smith/Amherst mini-reunion last night was fun- how i miss the old days,happiness
 Awww  I heard he is the sweetest guy with fans.,happiness
Me and mum are lost in grangemouth. Utter hilarity! Totally lost,happiness
 I actually envy you even though I've already seen it.  It was that good!,happiness
  - bwahahahahahahaha nice!  I want a doggy,happiness
 try 5 5-drawer horizontal cabinets full of non-digital fun. The SEC &amp; FINRA make my job so joyful. Can't hire temps either,happiness
 oh no!! don't be horrible  lol no but she was a better singer even if she didn't cry... don't u think? she made me cry haha!,happiness
 RUDE! going cabin drinking without lizlove!  but im am proud momma that you finally learned how to properly TWIT,happiness
" i hope that happens tomorrow, then ill be there ;) (Providing my dad gets better to take me  )",happiness
  but i love your haaaaair!,happiness
gotta go twitterers (?) my stupid sister wants to go on facebook  oging to montreal 2morrow so i wont be on for a while! bye!! XoXox &lt;33,happiness
 Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt'  x,happiness
"What a day, 12 hours work  But I'd really like my job, it's fabulous :b",happiness
Doesn't have to go to work tomorrow! Good times! Revision though,happiness
Excited bout going out 2nite but bummed cuz im da designated driver. So no drinking for Angie!,happiness
" please nick, say happy birthday to me. my birthday was yesterday!",happiness
"Choir assembly was bad  it's fucking hot, yay!",happiness
 I LOVE PD! So fucking good! I wanted to try something new...I give it 2.5/5 stars. It's meh.,happiness
 lol! ok ok it is a little absurd... lol but my mini and open toe heels won't make it in this weather,happiness
"at home. didn't see the Bloody movie, full booked  but Night at the museum was fun though.",happiness
 Wonderful! Let me know what you think. Not light reading,happiness
 I loved that movie! And I miss Raul Julia.,happiness
I had my galaxy..and god it was good!!  Where has everyone gone..twitters gone a bit quiet  xxxxx,happiness
 lmao back in queens now,happiness
just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,happiness
cookies and milk to make me feel better. thanks babe. still recuperating from last night.   ,happiness
 Oooh you just spoiled my teenage fantasy,happiness
 aaawww  no worries fresh start to work on growing it out again,happiness
Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...,happiness
Was supposeddd to hang out with al but her mommy wont let her  now what to dooo? Blah. Hahaha,happiness
"  I was lucky, my mom paid for everything for me. I'll take you shopping!",happiness
 - Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won't be at Cliquot Club though; they closed,happiness
 OMG I WANT TO GO TO THE BEACH!!!,happiness
 - Yipe! I'm sorry to hear that,happiness
"Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew's graduation tonight! I remember when he was 2!",happiness
Two week extension on contract ... I'm ready for it to be done,happiness
The heat is here!!!,happiness
cba with exams! 17 left!,happiness
 awh i'm sorry  i'm probably going to do the same thing haha.,happiness
Maaaan... it is way too nice outside to be in here working.,happiness
"Hey,  Thank you SO much for the #followfriday. I failed miserably to get a list together this week",happiness
Gotta love nasty weatherrrrr.  so jealous ur at knotts,happiness
 i just drove past your hotel  wish u was ere. I'm thinking a december trip for a real white xmas!!,happiness
"Going on 1,116 days still no new tattoo.",happiness
 so my son is not the only one!  that's really nice to know.  he really is good at being three. and dh will be late today,happiness
"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room",happiness
work   Yay!,happiness
" YAY!!! but im very sad, because i just got a flight in next weekend for my friends benefit  Have a wonderful time!!!",happiness
You can't spell #melo without e m and o...  &lt;3 to my favorite blogging site.,happiness
"ok guys, have to turn this Laptop off to pack.   tweet u guys on the road! bbl......",happiness
 Hope your enjoying the money..it's looking real good to me right now,happiness
 Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.,happiness
 what did judge answer to fid. duty 2 tort lawyer? u r so good at this.it will be like the oj trial over once this is done,happiness
Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i'm a sucker for these really lol shh,happiness
" :O How comes you've seen it before we have  I'm so excited, I hope he gets a love interest soon, don't tell me if he does!",happiness
 did you really just call me Ma'am...wow that was the reality check of the day  lol,happiness
Oh joy its gong to be a long weekebd... Yipee :*Â¡,happiness
"i feel like a bright, new t-shirt.. wish i had one.",happiness
I actually got a bit of a tan today haha sadly will be working all weekend won't get a chance to enjoy the glorious sunrays boo,happiness
Horrible thought... I have to go back to work on Monday   Good thought... I only work for 90 minutes   Life is good.,happiness
"Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of working on my music which is failing  lol x",happiness
 hahah really? some guy said i looked 14. i dont look young,happiness
Whatever. Workweek's over. Time to go play with new phone. Sim card didn't transfer contacts list,happiness
" Nothing, stayed home",happiness
 thanks so much for everything you do!  i'm so sorry you're hurting,happiness
"  haha, as if I'm only 19 girl  They don't give me beer lol xD",happiness
"I wonder who that thomasvanvliet is. Maybe you can help me, because I've just inherited $20000000! Can't withdraw it",happiness
Just got back from working out. I'm feeling pretty good. work at 4:30,happiness
"Last day of holydays, gotta get back to work    Anyway, 2 great weeks",happiness
wishing warped tour came to london canada.....,happiness
"played a bit pool with my buddies....going to bed now, have to work tomorrow",happiness
 sounds like my town,happiness
" aww, me too. today has been good for me up until like 4?",happiness
just kidding. its standing room only.,happiness
"alright, so day was going well, but got home, and all my potato salad was gone",happiness
"i want some grape soda, jack fowers' fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",happiness
Wow I really need to have fun tonight now,happiness
time for bed.....got some learning to do tomorrow with an early start  night night good people xxx,happiness
"today i was so happy got i got off school early, but now i'm bored!!",happiness
 I will be sending it to you when I get my first check if I make enough lol I have only worked like 8 hours so far,happiness
"  you two are hilaaaaarious, I love it. Vernae where have you been  ?",happiness
 i know!! i can't believe it  it says on their bleedin song- donnie raps it!! tut,happiness
PERFECT SHOW TO YOU! enjoy for me,happiness
seniors done  5 more days!! woohoo!! going out for the night.,happiness
show was amazing. so cold out now  hope I can give victoria my card and get my dvds back ;) ha,happiness
 ah! NFG were super amazing! Jordan is 'pretty legit'!! Can't stay longer 2 meet everyone cuz we hv 3 hour drive home!,happiness
" I think ill do that! I well wanna go out, go no one to go out with  Loveyou xx",happiness
 I wish he was still around.   there was a litter under our azalea. I caught DD in the back yard @ 6 am with bunnies in her lap.,happiness
" LOL That's a special kind of magic, though! ;)  And did you see the special on Discovery?  They think Nessie died.",happiness
going to watch some tv now - crazy night out - up at 7am for work tomorrow  I'll live somehow! At least it means I finish early!,happiness
"  great pic,have to upload my pix tomo,I've no laptop tonight.",happiness
Sunburned on my face &amp; legs. Fixing to be my arms tooo.,happiness
 ._.; Thanxxx ! Now with that message I just wanna leave !! )= ! BYE !,happiness
may have unintentionally snubbed someone due to my ineptness/shyness. feel badly,happiness
 Very excited as we have just booked tickets to Vegas (we live in the UK) can't believe the  price of the show tickets,happiness
 EPIC moment! hahahha i swear.. i really wanna see it,happiness
is rockin' a minivan til the STi is ready. I miss it already,happiness
Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,happiness
Feels like throwing up!,happiness
 Dang! Wish I could go  I have tickets for Sundays game!!,happiness
 I wish I could really do that  I love having u around! Ill see what I can do.. ;) try to use that national champ pull lol,happiness
i need to write really bad. can someone go get my diary from my flat for me,happiness
Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,happiness
hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,happiness
Six feet under theme is on jjj,happiness
I woke up and my hiccups came back!,happiness
"BBQ's gone well ! Weather stayed good which is a right bonus. Just off to bed, training in the morning at 06:30 then work",happiness
i miss k_ris punking me everytime we hung out and effnng me up,happiness
 yeah   but I'm jus glad the thunder stopped .,happiness
Definitely need to work out after this business trip- too much free food and alcohol. I'm sure I've gained a few pounds.,happiness
Thanks to my assignment im off to work today!,happiness
another great workout! but I'm feelin kind of funny,happiness
I just want to watch my Naruto Shippuuden missed episodes.,happiness
" bananabrain2 got hit by a car and got screwed! : O, 32 oepn wounds, a broken finger, broken toe (both toe and nail) f**ed up",happiness
i have problems wih pizza..ii love it too much..i'm so addicted to pizza  and Dot Dot Curve. &gt;,happiness
 still haven't been to the infamous liverpool store  my manager helped set it up said it's awesome (y),happiness
" aw no!  yeah I must say, it was very good haha",happiness
639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,happiness
" Hello, im good thank you - tottaly tired, been working lots today...tottaly shattered!  what about u",happiness
Getting a little mowing the grass in this evening!  fun,happiness
    Victory! Now I just need to reinstall all my damn apps.,happiness
Watering the plants at home. Drinking a delicious smoothie from morgans because my jamba exploded.,happiness
 I'm sorry hon  I know how it feels though...I'm usually crazy but at a family gathering I'd probably hold back like that also,happiness
toy story 3! june 2010. i can't wait that long.,happiness
  i am defiantly watching it. I was at work  when you were streaming and had to leave.,happiness
" good job I have the track in my head, cos sadly can't access it, boo",happiness
" Aw, sorry ur day sucked!  Did u see my post abt car issues? LOL I think it's safe to say it can only get better tho. Beer-thirty?",happiness
" :O really  well if u want, we can go 2gether next yr?",happiness
Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    fuck it like Andrea said! Haha,happiness
liz just left  aww it was so good to see her.,happiness
people with mustaches get super powers and mustaches. no fair.,happiness
 I'm out of town next week   We'll have to party when I get back. Happy early Birthday!,happiness
 Hey chick!  When are we going to JA to pick up some hot guys and eat Jerk pork and festival? Well you already have a hot guy,happiness
I am so glad it's Friday. I just got off work and I'm so tired.,happiness
" that would be awesome i think, i hate how expensive phones are",happiness
Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,happiness
Well good job to my two cousins that are graduates! Good luck in life!!!  &lt;never wear your pajama pants to school  &gt;,happiness
  rompes mis ilusiones con lo de thrasher haha,happiness
Glad to be home I wish I could make  feel better,happiness
"Crisis averted!  Phew! On a different note,  and ....you guys are making me so proud! tear!  wish i could have joined",happiness
either my inerne is fucked or my mind is but i'm pretty sure that it's the internet,happiness
 omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins,happiness
" yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too",happiness
getting ready to see my cousins graduate.  gonna miss em.,happiness
Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens &amp; yummy sauce. No wine,happiness
 LOL well i'm qlad u enjoyed yur ramen noodles.. i had fried chicken  ..im tired now,happiness
hey im back on.. but msn won't work  darn msn haha. can't stop thinking about 3d movie haha!,happiness
 OMG i want to go too!  hahaha,happiness
 have fun without me pasty  &lt;33,happiness
 $300 later... I feel so good! But guilty,happiness
" I have to call stevie to reschedule!!  I won a competition yesterday to the launch of sims 3 at Luna park, same day at 6pm",happiness
 omg yes!!!!!!! but I have to get ready for work early tonight  I have payroll distribution duty,happiness
  shareeee.,happiness
 what a great project!!! Wish I could have done that with DD1. She's too old now.,happiness
  - awww it's a shame that your all flued up  but apparently it's realllly good stuff. good luck f ...,happiness
"at least two to three times a week i turn on the tv, find comedy central already on and have to endure a brief moment of scrubs",happiness
 ewww poor you  wish you all the best! thank God there is Rolland Garros this month isn't?! ;P,happiness
"Prayin for dad  in Wellington, FL  (via ).  I too live in welly. May i pray f.. ",happiness
 You rule for doing this! I bought the second game at full price and lost it in a move.,happiness
   Have safe trips! And Indy is my home,happiness
" Well my neck hurts from moving out  you massage me, i massage u?! lol!",happiness
 good show for you guys .. i wish i could be there to see you,happiness
  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun xxx,happiness
 Good luck with the footage - none of the stations are breaking in live with it,happiness
Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,happiness
 that was good . but mean  haha,happiness
Here's a big moan for Dave Leyrock... IM UP IN 8HRS!  pity me! Coloursfest ahoy xo,happiness
My whole life has come to this......incredibly amazing,happiness
 um... thats my favorite beer!! why must you torture me so when I can't make it down there!!,happiness
to the doctor  anyone wanna do somethin after for a bit?,happiness
"Going home to enjoy what is left of the day - I can't believe how quickly this week flew by, no time for tweets",happiness
 hahahaha your watching 106 too... i miss Oceans 10...,happiness
new favorite group has to be J*Davey Hi&amp;Low is my shit. why don't the really flygroups come to Miami hell Florida? And no Rock The Bells,happiness
" we did! They came out cold  The cheese sauce was good, though.",happiness
 Just got it a few hours ago! So not yet!,happiness
" lucky you, all we've had is rain in the city today  enjoy! ;)",happiness
" Now, I can't call your kitten by its new name, because Ryan makes fun of the way I say kitten.",happiness
 i graduate at 9am on Sunday June 14th...,happiness
"... I want to die. I want to TAKE my own life, forever. She's trying to get me to do a duet.",happiness
Having internet access on board means I can see what bad weather we are flying into   ,happiness
 Yes yes Is. Ima Guna Be On For a While Lol.,happiness
7pm and I'm just now leaving my desk.  And just last week I was on a safari. My how time flies.  What's good for the weekend? JBII,happiness
 awww. well before we know it youll be back visiting XD we will hang out constantly and have another heartbreaking goodbye,happiness
 Maaan if I wasnt in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*,happiness
im full. i had a tripple thick chocolate milkshake from mcdonalds now i feel sick,happiness
 wifeyyyyyy  me no likey u siky,happiness
  Thx had a great day &amp; gonna have a long weekend.  Excited yet I'll be missin my tweeple badly.,happiness
hm i'm happy but i want to join drama practice today !,happiness
Still working in the database and trying to decide what I want to eat.,happiness
"  Well, I still can't wait for the one shot.",happiness
Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.,happiness
"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x",happiness
" actually, my friend gave me the files today! lol but those are all CDA files... do u know how to convert them to MP3?",happiness
"Not going to Suffolk tomorrow.   However, now MB &amp; I are planning a picnic on the Mall with friends Neil &amp; Jodi.",happiness
 good job!  I wish i worked in a zoo,happiness
"Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6",happiness
night night twits! im so glad I will be waking up to a saturday off work!! printer has broke though,happiness
going away party at ambers  road trip tomorrow!,happiness
 I thought it was a simple one  I found it hilarious.,happiness
Weekends are Great....if you don't have to work them.,happiness
"Writers:&quot;They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?&quot; I like writing",happiness
the plan was to take a nap (yea I'm still feeling last night) then go watch lakers game smwhere fun. looking like no nap,happiness
I need a bear hug  and Im going to camp today!!,happiness
" ew, i used to get &quot;suicides&quot; in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",happiness
" Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I'm soo excited for 6th June, as its my bday aswell!",happiness
 Yes I did see Mitch Hedberg and the whole floss thing.  He's hilarious.  I &lt;3 him.  Poor guy,happiness
" nice work buying coda dude! It's a great app! Unfortunately, I bought it when it was the full $99USD  #jealous",happiness
" I'm not sure.  Btw, YAY FOR WICKED TICKETS! That's awesome! When are you going?",happiness
best show of my life. mcfly rocks my world  i wanna meet you guys ;;,happiness
i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!,happiness
it's too beautiful to stay inside,happiness
Finally eating unagi I've been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!,happiness
so I just had a violent fightclub like sex dream involving heavily tattooed ladies. I didn't wanna wake up.  lol.,happiness
 so cool to hear you guys on 104.5! and i can't believe you in were cherry hill a few weeks ago and i missed it  come back,happiness
Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.,happiness
I love it when it rains on me when im golfing,happiness
 I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove.,happiness
 Haha damn you not inviting me,happiness
I am finally plugged in to listen to Flashpoints on  shoutout  and have missed the segment about Chevron,happiness
says Morning.  ,happiness
 that sounds great right about now. It's ridiculously hot in my house,happiness
 It would still involve me standing up. lol. Windows are too high up. Guess im just gonna have to go out,happiness
Just enjoyed 2 steak quesadillas! Kinda mad cause I'm gonna miss the laker game!,happiness
"So much happier, despite my looming departure",happiness
i'm probably the only person in the world that uses tweetie from my ipod touch &amp; not an iphone  ghetto? haha,happiness
Listening to nin and working on my break. ALMOST as good as being at the show.....  rock out extra hard ,happiness
Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hardd!!!!!!!,happiness
28ï¿½ in VanCity? Holy shizz. I will be home soon kids!,happiness
 Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I'm already done with core classes,happiness
 omfg I have been DOWNING them they are so tasty. I ate almost all of them with Lo,happiness
"passed my drivers test! i can drive!...oh wait, i don't turn 16 till october",happiness
 I have yet to even get out to play this year  soon I hope!,happiness
 Dang me too! It's only a 4 hour drive! Too bad it's my daughters 1st bday party  it's hosted by Donnie,happiness
 Yes- It was fun to connect with her! Pls tell her hello- can't find her on Twitter.,happiness
"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",happiness
"  Haha,I just may do that,yo!",happiness
Feeling like Romeo and Juliet with Bryant and Wallinwood as the Montagues and Capulets...   #fb,happiness
 well even with her breakdown she was better than the other acts unfortunately! Britain's got very little talent,happiness
"1st- TY to those who follow back.  2nd - grrr to those who don't, cuz it messes up being able to follow others u want to when ur at 2000+",happiness
inFamous on the PS3 = AWESOME. My eyes are so sore now though,happiness
 looks good ... making me hungry but boy stll asleep,happiness
Hey had some fun with friends !!!!!Now cleaning,happiness
 soooo jelous of you right now,happiness
 not on my tv !    im watching a that 70's show marathon !,happiness
" I am working again!  Woo hoo!  Alas, I was unable to obtain an Elita-1 for your daughter.  It's $80!",happiness
" Damn, I got all excited for nothing  hahaha",happiness
tomorrow valeria's lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it,happiness
You know funny thing about everyone packing for E3 is that I am packing to go to mexico... not E3,happiness
enjoy the laker game for me guys! since i'll be at work,happiness
@ a_mccallie WOW... I am replaced already??? I thought I am coming back with my steaks,happiness
 cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol,happiness
 the movie on the plane is Mall Cop- (but i saw it with the nephews already,happiness
  i missed you. today was the greatest day ever. im burnt and shit lmfao. but it will be a nice tan. 11 rides in 6 hrs!  &lt;3,happiness
 cool and aww,happiness
OMG! I'm Back. I Know I Was Out For A Week. Because My Brother Took His Laptop With Him To Mexico. So I Couldn't Be Online.,happiness
"just got home from a nice party, just not tired yet",happiness
victory for the bulldogs was celebrated by 3 white chocolate cheesecakes  nom nom nom WHATTA FATTYYY,happiness
" Thanks for that, Sara",happiness
 well welcome back from the dark side!,happiness
" lol , you gotta share too",happiness
"first up, make up for lost time with jelly. Jalan jalan just the 2 of us  and the rollerblading with my pumpkin. Happeh",happiness
 next one for you!,happiness
Welcome  ! Really glad to know you here. Your products rox man,happiness
"is happy  and clean, squeaky clean",happiness
" Thank you, thank you!! Thought this is where all the cool kids hang out now, hehe  xoxo!",happiness
" Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day &quot;colorblind&quot;.",happiness
"NEW LOGO! for all the Web, Cheak it!...gAllethOo",happiness
 ...i had a yay moment today  YAY hope you did too!,happiness
 sounds like you all had a great night . i'm glad it was successful,happiness
"Woop, have just bought the Elliot Minor album on itunes. Its finally working for me!!",happiness
"  no, dayuuum 5o'clock was better",happiness
 I'm watching some of your videos in YouTube. You're funny David.  Oh and TALENTED of course!,happiness
 we will work on that mama  sweetdreams!,happiness
nothings better then going out for chinese at the supperinn with ma fave cousins at 1am,happiness
New  single bought! It is awesome!! Well done boys!,happiness
 ahh I gtg but pls help me with number 3 I'll come back later to see what u said  haha plz and thank u,happiness
 lol well thank you,happiness
good job!,happiness
I love the sunshine and the happiness it brings,happiness
" ohh shardup! hehe. hes hot lah, gotta admeeet! bleh.",happiness
 BUT on the bright side you're on twitter! Morning!,happiness
 Happy Birthday and cheers to PAO!!,happiness
i won because im awesome,happiness
finally having my cup of coffee!!!,happiness
"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",happiness
 it's driving me insane!  all i want is a lie in!!!,happiness
For   ? ,happiness
"Hi all, just recovering from a party, looking forward to an exciting bank holiday around the diy shops...life cant get much better.surely",happiness
  He's awesome... Have you worked with him before? He's a good friend.,happiness
"Well Done , Visteon Belfast, 2 years salary paid. Just shows what happens when you stand up for yourself",happiness
 I tweet sooo much about you. Gahd.  Hahaha!,happiness
" the archetype thing was for a comm. class that studied archetypes in popular media. reading your links now, thanks",happiness
" thanks for that, now i learned something new today  enjoy.",happiness
" haha when is it? good luck babe  &amp; UPLOAD A PHOTO, WILL YA ?",happiness
" OK David, talk later  Have a great dayyyy ay ay ay ay",happiness
 Maybe it had a hot date with a nice little Cesna.,happiness
"  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger",happiness
 Sounds great. I'm looking forward to it then,happiness
...love and wanted to share with my followers. feeling inspirational. ive had a long day.,happiness
 Bye ! Have a great time being whisked away,happiness
" yes yes I AM, networking whore to the fullest.......and this girl is rih next to me",happiness
" can't wait for it. i love your scripts. honestly, you should have a future career as a script writer  - Stock Twits",happiness
" Hey, it's good to see you here! Will now follow you. Would be nice to have a photo!",happiness
"Tweet you later, have a wonderful day.",happiness
Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l,happiness
 Thanks for sympathy. It wasn't too bad until about an hour ago when I started thinking of the appointment tomorrow.,happiness
tafe was actually quite good. for once,happiness
 glad you like it,happiness
Photo: Great night.  ,happiness
  Woohoo! Well Done! I started Macarena-ing too,happiness
Bank holiday mondaaaaaay   Exams tomorrow  D:,happiness
 I also have a brain tumor called Jeffery.,happiness
is excited. Lots of good things happening work-wise here in Melbourne,happiness
recovering from mexican fiesta. Had a bit too much of a good time!,happiness
New baby arrived yesterday. A fab baby boy at 2.8 kilo  Very proud and happy,happiness
which is why i can't wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!,happiness
is choosing to do britney for the dance showcase! yesss  cant wait. 58 days....,happiness
still awake..doing my assignments and playing virtual farming,happiness
 Great!,happiness
"I think more people would buy the Slap chop, if the commercial was like this: ",happiness
watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute,happiness
 nice new profile picture! Glad to see some friends in there,happiness
"  AWOOOOGAHHHHHH!!!! heheee hope you get some decently priced breakfast real quick, David",happiness
supernatural is back on tonight !!,happiness
but omg mummy bought me ice-cream!,happiness
 good morning Hazel  caffeine-shot?,happiness
 Our weekend was also great... two friends of Julia were here for four days...,happiness
Ah. Bank holiday morning...reading Elle in bed and getting excited for a roast dinner in Sheering later,happiness
   woohoo! I got the Sunbeam Cafï¿½ Series grinder at Eu Foods for only $198! Epic win,happiness
"  I care about Eurovision! And yes, they have a 50% jury-based vote this year  #eurovision2009",happiness
because he  wants to be an honorary Filipino  i'll follow him now ;)) thanks !,happiness
 haha was it good? i bet it was,happiness
